0	608.000000	281.000000	175.000000	262.000000
1	68.400002	236.400009	218.000000	245.000000
2	355.200012	222.000031	344.000000	231.000000
3	72.000000	272.400024	176.000000	251.000000
4	338.400024	230.400009	167.000000	204.000000
5	61.200001	244.800003	193.000000	208.000000
6	208.800003	248.400009	362.000000	222.000000
7	220.800003	216.000031	378.000000	214.000000
8	157.248016	307.584015	206.000000	290.000000
9	414.000061	266.400024	168.000000	321.000000
10	363.600006	218.400009	165.000000	210.000000
11	446.400024	264.000000	180.000000	208.000000
12	230.400009	216.000031	198.000000	206.000000
13	75.600006	277.200012	175.000000	307.000000
14	82.000000	305.000000	189.000000	258.000000
15	424.800018	188.400009	420.000000	258.000000
16	365.760010	216.000015	164.400009	300.000000
17	354.240021	221.760010	171.600006	264.000000
18	61.200001	238.800003	225.600006	276.000000
19	67.392006	236.736023	175.200012	308.400024
20	74.880005	253.440002	256.800018	270.000000
21	156.960007	306.720001	175.200012	262.800018
22	240.480011	253.440002	196.800003	285.600006
23	67.392006	328.320038	170.400009	320.400024
24	243.360016	286.559998	217.200012	216.000031
25	446.400024	263.520020	172.800003	249.600006
26	335.520020	231.840012	217.200012	244.800003
27	243.360016	273.600006	328.800018	238.800003
28	69.120003	236.160004	337.200012	234.000031
29	221.760010	217.440002	170.400009	199.200012
30	67.680000	328.320007	164.400009	330.000000
31	72.576004	214.272018	208.800003	292.320007
32	62.208008	281.664032	187.200012	270.720001
33	67.392006	324.864044	175.680008	250.560013
34	165.888016	418.176025	191.520004	249.120010
35	209.088013	247.104019	226.080002	270.720001
36	238.464020	241.920029	191.520004	263.520020
37	411.264038	255.744019	168.480011	203.040009
38	76.032005	226.368027	361.440002	220.320007
39	74.304008	254.016022	223.200012	213.120010
40	398.131256	261.273651	171.360001	321.120026
41	68.428810	271.641632	419.040009	264.960022
42	68.428810	340.070435	177.120010	318.240021
43	385.689667	207.360031	590.400024	313.920013
44	207.360031	261.273651	209.088013	288.576019
45	70.502411	267.494446	198.720016	290.304016
46	223.948837	277.862427	186.624023	271.296021
47	74.649612	265.420837	169.344009	203.904022
48	544.942200	231.413818	177.984024	203.904022
49	420.526184	189.112366	91.584007	331.776031
50	240.537628	263.347229	335.232025	235.008026
51	156.764191	370.759766	180.403229	263.347229
52	161.243179	307.556427	194.918427	248.832031
53	421.023865	188.117035	174.182419	248.832031
54	161.740845	388.178009	402.278412	201.139206
55	410.572906	246.343719	205.286423	282.009644
56	238.878784	251.320358	420.940857	257.126434
57	218.574097	211.407715	171.694122	248.832062
58	206.032959	310.542419	413.061218	266.250305
59	206.032959	217.976898	169.205780	213.995575
60	161.243164	347.568604	191.600693	263.761993
61	217.976898	212.004898	360.806488	218.972214
62	222.157257	275.904968	104.509468	343.388245
63	474.771545	161.243179	173.187119	247.836716
64	383.400421	207.824554	185.131042	250.822723
65	236.490005	286.654510	217.976898	217.976898
