0	194.400009	385.200012	274.000000	274.000000
1	256.800018	277.200012	87.000000	142.000000
2	43.000000	351.000000	118.000000	272.000000
3	279.000000	294.000000	117.000000	156.000000
4	205.200012	296.400024	116.000000	274.000000
5	306.000000	263.000000	76.000000	260.000000
6	107.000000	269.000000	230.000000	259.000000
7	336.000000	240.000000	62.000000	219.000000
8	99.000000	238.000000	236.000000	256.000000
9	243.000000	282.000000	69.000000	255.000000
10	60.000008	241.200012	376.000000	192.000000
11	554.000000	271.000000	221.000000	193.000000
12	93.000000	256.000000	245.000000	226.000000
13	60.000008	247.200012	109.000000	298.000000
14	348.000000	234.000000	395.000000	214.000000
15	409.200012	262.800018	504.000000	199.000000
16	248.000000	226.000000	68.000000	233.000000
17	230.400009	213.600006	99.000000	248.000000
18	204.000000	384.000000	220.000000	234.000000
19	485.222473	163.814423	245.000000	247.000000
20	36.000000	339.000000	247.000000	243.000000
21	129.000000	320.000000	67.000000	211.000000
22	482.000000	233.000000	273.000000	241.000000
23	128.160004	329.760010	69.000000	216.000000
24	594.000000	282.000000	196.000000	272.000000
25	236.400009	222.000031	424.000000	231.000000
26	39.000000	346.000000	107.000000	193.000000
27	481.200012	231.600006	72.000000	252.000031
28	247.200012	222.000031	96.000000	302.400024
29	235.008026	274.752014	117.600006	156.000000
30	244.800003	277.920013	110.400002	292.800018
31	119.520004	269.279999	236.400009	256.800018
32	232.800003	274.800018	63.600002	222.000031
33	255.600006	274.800018	218.400009	193.200012
34	37.000000	349.000000	118.800003	253.200012
35	114.000015	175.200012	220.800003	193.200012
36	94.800003	276.000000	84.000000	241.200012
37	278.400024	265.200012	120.000015	256.800018
38	256.800018	264.000000	342.000000	210.000031
39	93.600006	243.600006	118.800003	152.400009
40	415.200012	240.000031	433.200012	225.600006
41	457.920013	175.680008	220.320007	254.880005
42	96.480003	256.320007	95.040001	300.960022
43	388.800018	211.680008	367.200012	195.840012
44	133.056015	240.192017	118.080002	155.520004
45	230.400009	213.120010	217.440002	188.640015
46	203.904022	297.216034	247.680008	241.920013
47	228.960007	250.560013	110.880005	293.760010
48	102.240005	277.920013	234.720016	220.320007
49	253.440002	246.240005	223.200012	252.000015
50	449.280029	264.960022	89.280006	256.320007
51	138.240005	295.200012	354.240021	207.360016
52	537.408081	300.672028	120.960007	270.720001
53	132.710419	277.862427	433.440002	161.279999
54	257.126434	265.420837	222.912018	188.352020
55	60.480007	241.920029	88.127998	254.016022
56	238.464035	277.862427	221.184021	231.552017
57	383.616028	214.272018	67.392006	254.016022
58	136.512009	307.584015	195.264023	362.880035
59	232.243210	221.875229	217.728027	188.352020
60	120.268814	277.862427	100.224007	248.832031
61	127.872009	330.048035	65.664009	212.544022
62	387.072021	212.544022	366.336029	196.992020
63	203.904022	302.400024	110.592010	293.760040
64	100.224007	273.024017	95.040009	302.400024
65	420.940857	196.992035	70.848007	233.280029
66	133.056015	278.208038	350.784027	205.632019
67	410.572845	259.200043	122.688011	364.608032
68	122.425377	328.458313	120.268814	265.420837
69	91.238411	273.715240	66.355209	234.316833
70	101.606415	234.316833	66.355209	211.507233
71	416.793671	250.905640	420.940857	165.888031
72	128.563217	329.702454	95.385612	300.671997
73	457.850952	176.670761	118.195206	257.126434
74	101.606415	257.126434	503.884827	199.065628
75	196.992035	296.524841	234.316833	192.844833
76	79.626251	164.229156	367.027252	194.918427
77	111.974426	276.203552	194.918427	273.715240
78	124.416031	301.086761	102.021133	248.832062
79	129.392654	308.551758	97.044502	243.855423
80	410.572906	258.785309	106.997787	298.598480
81	95.551506	238.878784	109.486107	288.645203
82	418.037872	196.577332	116.951057	268.738617
83	107.495453	265.752655	77.137939	228.925476
84	124.416031	328.458313	92.067863	256.297028
85	415.549500	258.785309	226.437180	256.297028
86	415.051880	250.822723	189.112366	273.715271
87	136.857635	296.110138	241.367081	241.367081
88	246.343719	258.785309	221.460510	258.785309
89	104.509468	271.724609	243.855423	248.832062
90	540.463257	301.584473	502.640717	199.065628
91	128.994553	243.656372	99.532814	288.645203
92	403.107941	262.766663	188.117035	361.304169
93	410.000000	201.000000	238.878784	188.117035
94	131.383331	241.864777	113.467422	217.976898
95	382.800018	214.800003	110.481438	286.654541
96	370.262085	220.962875	220.962875	197.074997
97	415.649109	247.239548	189.908646	361.901337
98	118.245003	265.155457	240.073181	200.658188
99	111.078629	275.904968	111.078629	247.239548
100	322.486328	250.822708	111.078629	315.320007
101	236.490005	315.320007	419.232239	240.073181
102	415.649109	257.989105	369.067719	193.491806
